"x1";"x2";"y";"RandomEffect1";"RandomEffect2"
"94";266.5384615;11.12;9.886;"2000";"Winter"
"95";186;11.1;11.40933333;"2000";"Winter"
"96";297.8333333;11.12;11.226;"2000";"Winter"
"97";252.25;11.54;9.619333333;"2000";"Winter"
"98";357.0833333;16.95;14.36133333;"2000";"Winter"
"99";276.5833333;10.84;11.44013333;"2000";"Winter"
"100";244.6666667;12.14;8.734666667;"2000";"Winter"
"101";186.05;12.32;12.5947;"2000";"Winter"
"102";233.7;12.41;12.404375;"2000";"Winter"
"103";199.8;11.45;14.17875;"2000";"Winter"
"104";327.25;11.55;17.63455;"2000";"Winter"
"105";343.6666667;10.97;16.84875;"2000";"Winter"
"106";404.8333333;11.07;19.02;"2000";"Winter"
"107";306.15;10.81;22.09375;"2000";"Winter"
"108";650.8333333;10.82;21.698875;"2000";"Winter"
"109";472.0833333;9.23;22.57625;"2000";"Winter"
"110";481.25;9.23;22.78125;"2000";"Winter"
"111";685.9166667;9.17;30.71235;"2000";"Winter"
"112";618.75;9.16;31.672;"2000";"Winter"
"113";743.0666667;9.24;33.555;"2000";"Winter"
"114";906.7692308;9.24;33.255;"2000";"Winter"
"115";298.8;9.61;22.07625;"2000";"Winter"
"116";519.3333333;9.61;21.40125;"2000";"Winter"
"117";319.25;10.36;15.19375;"2000";"Winter"
"118";395.6666667;11.75;14.14875;"2000";"Winter"
"119";475.0833333;10.85;21.748;"2000";"Winter"
"120";507.1666667;10.86;21.667;"2000";"Winter"
"121";402.2;8.9;39.6143;"2000";"Spring"
"122";421.5;9.9;29.5391215;"2000";"Spring"
"123";348.8;10.6;23.5143;"2000";"Spring"
"124";367.2;11.84;19.0752575;"2000";"Spring"
"125";308.3;11.62;18.0658115;"2000";"Spring"
"126";297.25;12.4;17.1743;"2000";"Spring"
"127";296.35;12.09;17.9007575;"2000";"Spring"
"128";277.95;14.78;13.1086215;"2000";"Spring"
"129";171.15;12.97;8.70393;"2000";"Spring"
"130";239.25;14.3;10.9743;"2000";"Spring"
"131";136.2;13.91;7.0038245;"2000";"Spring"
"132";196.95;15.15;10.933815;"2000";"Spring"
"133";184.95;13.13;6.7205515;"2000";"Spring"
"134";127.95;16.13;9.5987945;"2000";"Spring"
"135";265.05;10.48;15.552415;"2000";"Spring"
"136";270.55;15.13;11.3263;"2000";"Spring"
"137";301.85;11.84;18.306458;"2000";"Spring"
"138";319.35;11.84;17.37969533;"2000";"Spring"
"139";268.65;12.4;15.35;"2000";"Spring"
"140";257.65;13.25;15.4175;"2000";"Spring"
"141";237.45;14.17;11.496;"2000";"Spring"
"142";274.15;14.2;11.335;"2000";"Spring"
"143";201.75;14.36;10.991;"2000";"Spring"
"144";193.45;14.37;10.95008;"2000";"Spring"
"145";185.25;14.85;10.603;"2000";"Spring"
"146";188.9;14.97;9.937;"2000";"Spring"
"147";183.35;15.74;9.973;"2000";"Spring"
"148";192.55;15.89;9.384;"2000";"Spring"
"149";185.25;14.91;10.351;"2000";"Spring"
"150";217.3;14.96;9.333;"2000";"Spring"
"151";172.4;15.65;6.192;"2000";"Spring"
"152";205.4;16.26;6.393;"2000";"Spring"
"153";229.25;13.28;13.115;"2000";"Spring"
"154";334.65;15.05;14.318;"2000";"Spring"
"155";280.55;14.87;11.38;"2000";"Spring"
"156";276.9;14.88;10.82833333;"2000";"Spring"
"157";188.05;12.34;7.847258333;"2000";"Spring"
"158";226.4;14.55;6.754116667;"2000";"Spring"
"159";193.55;13.35;9.114166667;"2000";"Spring"
"160";211.8;18.09;8.051166667;"2000";"Spring"
"161";162.45;14.64;7.0215;"2000";"Spring"
"162";259.3;19.18;5.873333333;"2000";"Spring"
"163";167.95;17.31;6.752416667;"2000";"Spring"
"164";154.3;19.17;5.0321;"2000";"Spring"
"165";147.85;18.44;6.198333333;"2000";"Spring"
"166";311.3;21.9;7.3525;"2000";"Spring"
"167";145.15;19.32;5.906083333;"2000";"Spring"
"168";177.1;20.4;6.725833333;"2000";"Spring"
"169";133.3;19.86;4.934083333;"2000";"Spring"
"170";168.85;24.36;5.183833333;"2000";"Spring"
"171";155.2;18.73;5.574408333;"2000";"Spring"
"172";204.45;21.22;6.393391667;"2000";"Spring"
"173";162.5;15.13;6.94;"2000";"Spring"
"174";182.6;19.26;7.1976;"2000";"Spring"
"175";207.6;15.26;10.995;"2000";"Summer"
"176";223;18.26;8.717;"2000";"Summer"
"177";189.45;15.75;9.746;"2000";"Summer"
"178";184;17.7;7.149;"2000";"Summer"
"179";185.85;15.76;8.1445;"2000";"Summer"
"180";155.9;17.6;5.846666667;"2000";"Summer"
"181";145.95;16.51;6.125714286;"2000";"Summer"
"182";164.05;18;7.225714286;"2000";"Summer"
"183";143.2;18.16;5.4675;"2000";"Summer"
"184";313.65;18.31;10.05333333;"2000";"Summer"
"185";175.85;16.46;7.050833333;"2000";"Summer"
"186";155.9;18.01;7.733333333;"2000";"Summer"
"187";153.15;17.44;6.039166667;"2000";"Summer"
"188";218.45;25.71;7.8075;"2000";"Summer"
"189";171.3;17.3;6.298333333;"2000";"Summer"
"190";310.9;22.22;9.065833333;"2000";"Summer"
"191";202.15;15.04;9.10208;"2000";"Summer"
"192";156.8;18.7;5.97192;"2000";"Summer"
"193";224.5;20.92;9.449075;"2000";"Summer"
"194";381.65;23.5;21.23092;"2000";"Summer"
"195";178.65;22.07;6.585;"2000";"Summer"
"196";188.95;22.23;6.547645;"2000";"Summer"
"197";185.2;20.91;7.204;"2000";"Summer"
"198";191.8;22.44;6.88134;"2000";"Summer"
"199";220.8;21.95;10.016;"2000";"Summer"
"200";267.55;22.34;9.939655;"2000";"Summer"
"201";233.85;21.62;10.945;"2000";"Summer"
"202";218.9;23.03;8.796;"2000";"Summer"
"203";213.25;22.33;9.7;"2000";"Summer"
"204";211.4;23.3;9.308715;"2000";"Summer"
"205";197.4;22.66;7.873;"2000";"Summer"
"206";198.3;29.44;9.785;"2000";"Summer"
"207";214.2;21.82;8.424;"2000";"Summer"
"208";231.05;23.93;8.95853;"2000";"Summer"
"209";203;22;7.1;"2000";"Summer"
"210";211.4;22.78;7.714;"2000";"Summer"
"211";211.7;18.37;9.61505;"2000";"Summer"
"212";279.85;20.76;6.595166667;"2000";"Summer"
"213";210.8;18.93;9.608;"2000";"Summer"
"214";294.4;21.17;11.678;"2000";"Summer"
"215";205.3;20.43;12.8;"2000";"Summer"
"216";251.7;22.6;12.31733333;"2000";"Summer"
"217";374.35;21.17;11.886;"2000";"Summer"
"218";354.35;22.4;9.156666667;"2000";"Summer"
"219";179.9;22.64;9.77928;"2000";"Summer"
"220";210.8;22.71;10.54933333;"2000";"Summer"
"221";189;21.93;7.614;"2000";"Summer"
"222";187.2;22.47;7.784;"2000";"Summer"
"223";543.3;22.16;5.374666667;"2000";"Summer"
"224";405.2;25.2;6.856506667;"2000";"Summer"
"225";181.75;21.52;7.368746667;"2000";"Summer"
"226";179;23.69;7.314;"2000";"Summer"
"227";217.15;19.89;8.394;"2000";"Summer"
"228";226.25;23.13;7.897;"2000";"Summer"
"229";235.8;15.96;14.38600667;"2000";"Autumn"
"230";279.75;16.48;13.61266667;"2000";"Autumn"
"231";328.15;16.67;23.036;"2000";"Autumn"
"232";311.1;16.68;23.51466667;"2000";"Autumn"
"233";234;17.64;14.46333333;"2000";"Autumn"
"234";365.75;18.41;15.86181333;"2000";"Autumn"
"235";243;18.52;15.74273333;"2000";"Autumn"
"236";266.3;20.14;11.76333333;"2000";"Autumn"
"237";221.45;19.2;12.87133333;"2000";"Autumn"
"238";234;20.54;12.896;"2000";"Autumn"
"239";218.75;18.81;12.68133333;"2000";"Autumn"
"240";258.2;20.44;12.33666667;"2000";"Autumn"
"241";191.85;19.99;8.390666667;"2000";"Autumn"
"242";196.3;20.23;10.43;"2000";"Autumn"
"243";210.7;19.22;10.076;"2000";"Autumn"
"244";209.8;19.63;10.01133333;"2000";"Autumn"
"245";205.3;17.5;11.06666667;"2000";"Autumn"
"246";248.35;18.18;11.02839333;"2000";"Autumn"
"247";268.3888889;17.19;9.453133333;"2000";"Autumn"
"248";207.1666667;19.23;7.0078;"2000";"Autumn"
"249";211.2777778;17.58;6.6918;"2000";"Autumn"
"250";184.7222222;19.7;5.817133333;"2000";"Autumn"
"251";217.3888889;18.9;7.8578;"2000";"Autumn"
"252";181.6111111;21.25;5.770466667;"2000";"Autumn"
"253";184.7222222;18.97;5.756466667;"2000";"Autumn"
"254";167.3333333;21.41;4.994466667;"2000";"Autumn"
"255";173.4444444;20.67;5.484466667;"2000";"Autumn"
"256";173.4444444;21.33;5.748466667;"2000";"Autumn"
"257";183.7222222;20.91;5.5418;"2000";"Autumn"
"258";181.6666667;23.5;5.502466667;"2000";"Autumn"
"259";149;21.02;4.635133333;"2000";"Autumn"
"260";177.5555556;25.73;5.942466667;"2000";"Autumn"
"261";224.5;17.1;6.474466667;"2000";"Autumn"
"262";181.6666667;18.3;6.05679;"2000";"Autumn"
"263";203.0555556;17.75;7.79035;"2000";"Autumn"
"264";180;19.38;6.311133333;"2000";"Autumn"
"265";393;14.48;9.748;"2000";"Autumn"
"266";231.1;17.18;4.379;"2000";"Autumn"
"267";336.6;16.12;9.402;"2000";"Autumn"
"268";267.5;16.96;3.61925;"2000";"Autumn"
"269";396.6;17.18;9.628;"2000";"Autumn"
"270";256.5;17.62;3.94025;"2000";"Autumn"
"271";436.7;17.15;12.55;"2000";"Autumn"
"272";371.2;18.21;5.175;"2000";"Autumn"
"273";387.6;17.84;9.73935;"2000";"Autumn"
"274";349.4;19.71;5.002;"2000";"Autumn"
"275";520.4;17.26;14.537;"2000";"Autumn"
"276";263.8;18.36;5.029;"2000";"Autumn"
"277";416.7;16.05;9.734;"2000";"Autumn"
"278";311.2;18.41;3.386;"2000";"Autumn"
"279";363.9;15.05;8.795;"2000";"Autumn"
"280";276.5;18.13;3.51;"2000";"Autumn"
"281";203.8;15.45;9.171;"2000";"Autumn"
"282";305.7;17.38;5.124;"2000";"Autumn"
"283";154.25;15.61;5.6796;"2000";"Winter"
"284";178.9;15.93;5.730933333;"2000";"Winter"
"285";156.1;16.93;5.4456;"2000";"Winter"
"286";182.5;16.81;5.706266667;"2000";"Winter"
"287";202.65;17.49;6.836933333;"2000";"Winter"
"288";215.4;17.49;6.802266667;"2000";"Winter"
"289";192.6;18.22;5.824266667;"2000";"Winter"
"290";196.25;18.23;5.744933333;"2000";"Winter"
"291";153.3;16.08;3.998933333;"2000";"Winter"
"292";162.45;28.95;4.106266667;"2000";"Winter"
"293";180.7;17.78;5.464323333;"2000";"Winter"
"294";200.8;17.78;5.7316;"2000";"Winter"
"295";226.35;17.35;5.122266667;"2000";"Winter"
"296";217.25;17.37;5.286933333;"2000";"Winter"
"297";232.75;16.1;6.300933333;"2000";"Winter"
"298";224.55;16.1;6.0236;"2000";"Winter"
"299";207.2;17.36;6.244933333;"2000";"Winter"
"300";264.7;17.37;6.598933333;"2000";"Winter"
"301";110;16.95;3.912666667;"2001";"Winter"
"302";188.9;17.55;7.913333333;"2001";"Winter"
"303";113.7;15.81;4.660666667;"2001";"Winter"
"304";78.7;15.12;3.357066667;"2001";"Winter"
"305";147.2;16.68;5.041333333;"2001";"Winter"
"306";89.8;16.33;3.037333333;"2001";"Winter"
"307";174.95;17.56;5.621333333;"2001";"Winter"
"308";89.8;17.38;3.006666667;"2001";"Winter"
"309";105.5;18.46;4.46;"2001";"Winter"
"310";75.95;16.91;2.512;"2001";"Winter"
"311";113.85;18.18;5.259333333;"2001";"Winter"
"312";80.55;17.49;2.512666667;"2001";"Winter"
"313";135.2;21.02;6.272666667;"2001";"Winter"
"314";82.4;17.55;2.845333333;"2001";"Winter"
"315";106.45;20.16;4.1698;"2001";"Winter"
"316";75.9;17.79;2.532;"2001";"Winter"
"317";91.65;21.82;2.236666667;"2001";"Winter"
"318";67.6;16.94;2.264666667;"2001";"Winter"
"319";93.5;19.66;3.044;"2001";"Winter"
"320";90.75;16.93;3.689333333;"2001";"Winter"
"321";118.5;18.38;3.603933333;"2001";"Winter"
"322";168.4;15.75;9.277;"2001";"Spring"
"323";686.65;15.8;18.364;"2001";"Spring"
"324";215.65;17.29;7.402;"2001";"Spring"
"325";235.1;17.32;2.031;"2001";"Spring"
"326";205.45;17.41;8.074;"2001";"Spring"
"327";460.85;17.4;10.527;"2001";"Spring"
"328";210.95;17.53;7.95;"2001";"Spring"
"329";1152.25;18.65;18.164;"2001";"Spring"
"330";149.9;18.52;5.068;"2001";"Spring"
"331";314.6;18.89;7.262;"2001";"Spring"
"332";173.95;17.5;6.346;"2001";"Spring"
"333";372.95;18.68;8.747;"2001";"Spring"
"334";202.65;17.15;6.117;"2001";"Spring"
"335";272.05;18.23;9.46;"2001";"Spring"
"336";189.7;15.86;5.326;"2001";"Spring"
"337";212.8;17.45;6.985;"2001";"Spring"
"338";168.4;16.11;6.724;"2001";"Spring"
"339";196.2;16.6;9.814;"2001";"Spring"
"340";156.85;16.22;5.532;"2001";"Spring"
"341";121.75;17.59;3.8215;"2001";"Spring"
"342";129.15;17.2;4.5605;"2001";"Spring"
"343";143.95;17.78;3.682;"2001";"Spring"
"344";130.05;17.89;4.696;"2001";"Spring"
"345";184.5;19.25;5.1545;"2001";"Spring"
"346";136.55;19.23;4.495;"2001";"Spring"
"347";145.75;20.8;4.1415;"2001";"Spring"
"348";128.2;19.94;4.4545;"2001";"Spring"
"349";133.75;20.16;4.31354;"2001";"Spring"
"350";107.95;20.56;3.529;"2001";"Spring"
"351";125.45;20.8;3.5645;"2001";"Spring"
"352";104.25;20.02;2.599;"2001";"Spring"
"353";126.4;22.85;3.6235;"2001";"Spring"
"354";117.15;18.21;3.0035;"2001";"Spring"
"355";126.4;19.01;2.845;"2001";"Spring"
"356";125.45;17.58;3.5175;"2001";"Spring"
"357";143.95;19.31;3.8255;"2001";"Spring"
"358";217.8;16.44;7.592;"2001";"Summer"
"359";244.9;20.5;7.6438;"2001";"Summer"
"360";225.1;18;8.15;"2001";"Summer"
"361";149.1;20.57;5.26719;"2001";"Summer"
"362";221.5;18.46;5.6894;"2001";"Summer"
"363";197;21.74;6.73425;"2001";"Summer"
"364";194.3;19.89;6.106;"2001";"Summer"
"365";326.05;20.62;10.175;"2001";"Summer"
"366";201;20.08;6.9208;"2001";"Summer"
"367";239.9;21.1;7.595;"2001";"Summer"
"368";197;19.78;6.545;"2001";"Summer"
"369";171.7;22.56;5.32044;"2001";"Summer"
"370";167.2;19.61;5.251;"2001";"Summer"
"371";183.15;30.76;4.46598;"2001";"Summer"
"372";201.9;19.92;5.371;"2001";"Summer"
"373";246.6;22.16;8.327;"2001";"Summer"
"374";194.3;18.66;7.595;"2001";"Summer"
"375";243.1;23.16;6.019;"2001";"Summer"
"376";147.9;18.25;8.444;"2001";"Summer"
"377";173;20.42;8.059;"2001";"Summer"
"378";198.1;19.17;13.622;"2001";"Summer"
"379";531.1;21.19;26.162;"2001";"Summer"
"380";129.25;21.5;7.568;"2001";"Summer"
"381";155.35;22.16;6.81;"2001";"Summer"
"382";145.1;21.48;7.329;"2001";"Summer"
"383";175.8;24.52;8.558;"2001";"Summer"
"384";137.6;23.94;6.134;"2001";"Summer"
"385";146.95;24.16;7.094;"2001";"Summer"
"386";115.35;24.2;4.832;"2001";"Summer"
"387";138.55;24.7;4.879;"2001";"Summer"
"388";119.05;24.42;4.72;"2001";"Summer"
"389";123.7;24.72;4.391;"2001";"Summer"
"390";133;21.92;6.043;"2001";"Summer"
"391";168.35;22.17;8.047;"2001";"Summer"
"392";166.5;19.75;7.251;"2001";"Summer"
"393";159.95;22.13;7.932;"2001";"Summer"
"394";204.6;19.96;13.8695;"2001";"Summer"
"395";212.8;24.26;5.8158;"2001";"Summer"
"396";166.4;20.39;8.346;"2001";"Summer"
"397";211.9;22.28;8.688;"2001";"Summer"
"398";179.2;21.2;13.475;"2001";"Summer"
"399";204.6;22.51;8.356;"2001";"Summer"
"400";181.85;21.47;11.167;"2001";"Summer"
"401";226.45;23.81;9.426;"2001";"Summer"
"402";222.85;23.69;8.8801;"2001";"Summer"
"403";264.65;23.73;10.08485;"2001";"Summer"
"404";244.65;22.2;9.623;"2001";"Summer"
"405";207.35;29.04;9.375;"2001";"Summer"
"406";274.65;23.27;8.332;"2001";"Summer"
"407";175.5;29.77;7.743;"2001";"Summer"
"408";246.45;22.01;9.311;"2001";"Summer"
"409";154.6;26.8;7.982;"2001";"Summer"
"410";221;20.92;10.473;"2001";"Summer"
"411";211.9;26.3;7.047;"2001";"Summer"
"412";223.75;19.43;7.2943;"2001";"Autumn"
"413";339.2;19.78;12.5953;"2001";"Autumn"
"414";237.35;18.96;6.9378;"2001";"Autumn"
"415";216.45;23.34;13.961;"2001";"Autumn"
"416";193.7;20.37;6.0601;"2001";"Autumn"
"417";202.8;24.87;7.825;"2001";"Autumn"
"418";185.5;22.78;7.435;"2001";"Autumn"
"419";200.95;25.52;7.957;"2001";"Autumn"
"420";223.7;23.44;5.433;"2001";"Autumn"
"421";199.15;26.21;6.58355;"2001";"Autumn"
"422";361.05;23.41;5.499;"2001";"Autumn"
"423";233.7;27.37;6.7773;"2001";"Autumn"
"424";280.1;24.47;4.322;"2001";"Autumn"
"425";284.65;27.7;4.23;"2001";"Autumn"
"426";254.65;22.25;6.40185;"2001";"Autumn"
"427";211.9;22.75;8.205;"2001";"Autumn"
"428";169.15;20.74;7.667;"2001";"Autumn"
"429";213.75;23.32;7.87485;"2001";"Autumn"
"430";169.85;20.88;4.1406;"2001";"Autumn"
"431";133.5;22.9;3.4356;"2001";"Autumn"
"432";111.7;21.16;3.9469;"2001";"Autumn"
"433";158.05;22.9;3.27855;"2001";"Autumn"
"434";117.2;22.36;2.6673;"2001";"Autumn"
"435";203.5;25;2.7022;"2001";"Autumn"
"436";115.35;22.54;3.7183;"2001";"Autumn"
"437";109.9;25.33;5.163;"2001";"Autumn"
"438";90.85;24.19;1.612;"2001";"Autumn"
"439";135.35;25.11;4.426;"2001";"Autumn"
"440";93.6;23.52;1.7358;"2001";"Autumn"
"441";110.8;25.6;3.597;"2001";"Autumn"
"442";117.2;23.04;2.431;"2001";"Autumn"
"443";107.2;28.15;2.075;"2001";"Autumn"
"444";132.65;22.1;2.94525;"2001";"Autumn"
"445";119;23.86;3.6894;"2001";"Autumn"
"446";168.95;21.5;3.7716;"2001";"Autumn"
"447";109;23.24;3.054;"2001";"Autumn"
"448";166.4;21.09;4.93;"2001";"Autumn"
"449";100.55;23.61;2.07355;"2001";"Autumn"
"450";145.35;21.97;4.08195;"2001";"Autumn"
"451";104.25;23.82;3.11135;"2001";"Autumn"
"452";149.95;22.75;3.34175;"2001";"Autumn"
"453";99.7;24.32;2.1809;"2001";"Autumn"
"454";100.6;22.93;1.697;"2001";"Autumn"
"455";90.5;24.24;3.2128;"2001";"Autumn"
"456";109.7;23.95;2.7819;"2001";"Autumn"
"457";117.05;25.45;3.001;"2001";"Autumn"
"458";127.1;22.75;3.32885;"2001";"Autumn"
"459";96.9;24.43;3.69135;"2001";"Autumn"
"460";167.3;21.81;4.5108;"2001";"Autumn"
"461";112.5;25.51;1.966;"2001";"Autumn"
"462";178.3;20.9;4.652;"2001";"Autumn"
"463";104.25;24.63;3.033;"2001";"Autumn"
"464";128;22.59;3.8418;"2001";"Autumn"
"465";82.3;24.13;1.943;"2001";"Autumn"
"466";93.05;19.93;2.47585;"2002";"Winter"
"467";212.75;22.36;7.4634;"2002";"Winter"
"468";73.7;20.56;2.314;"2002";"Winter"
"469";86.55;22.63;3.0038;"2002";"Winter"
"470";81.95;22.15;2.681;"2002";"Winter"
"471";329.7;22.93;8.5968;"2002";"Winter"
"472";82;22.44;2.6842;"2002";"Winter"
"473";75.55;22.96;4.2133;"2002";"Winter"
"474";89.35;22.56;2.51;"2002";"Winter"
"475";95.8;22.96;3.42225;"2002";"Winter"
"476";82.9;22.56;2.827;"2002";"Winter"
"477";97.6;22.74;3.785;"2002";"Winter"
"478";85.65;23.1;2.546;"2002";"Winter"
"479";68.15;24.83;1.9876;"2002";"Winter"
"480";82.9;22.27;2.636;"2002";"Winter"
"481";67.25;23.55;2.951;"2002";"Winter"
"482";94.85;21.93;2.971;"2002";"Winter"
"483";128;22.98;2.89015;"2002";"Winter"
"484";66.95;21.06;2.827;"2002";"Winter"
"485";80;22.24;4.25795;"2002";"Winter"
"486";75.35;21.6;3.733;"2002";"Winter"
"487";107.85;22.01;3.959;"2002";"Winter"
"488";97.65;21.56;3.239;"2002";"Winter"
"489";169.25;22.6;4.575;"2002";"Winter"
"490";97.65;21.87;3.70505;"2002";"Winter"
"491";72.55;22.61;4.062;"2002";"Winter"
"492";116.2;22.27;2.979;"2002";"Winter"
"493";103.2;22.98;4.447;"2002";"Winter"
"494";85.5;22.7;2.994;"2002";"Winter"
"495";116.2;23.09;4.75;"2002";"Winter"
"496";112.5;22.72;2.472;"2002";"Winter"
"497";123.7;23.37;3.013;"2002";"Winter"
"498";104.1;20.45;2.503;"2002";"Winter"
"499";106.95;22.97;3.225;"2002";"Winter"
"500";90.2;21.95;4.29;"2002";"Winter"
"501";103.2;22.47;4.121;"2002";"Winter"
"502";143.65;19.09;2.8162;"2002";"Spring"
"503";118.8;19.82;4.1422;"2002";"Spring"
"504";105;19.57;4.2372;"2002";"Spring"
"505";95.8;20.09;3.7712;"2002";"Spring"
"506";84.75;20.36;4.498732;"2002";"Spring"
"507";77.4;21.46;3.2472;"2002";"Spring"
"508";97.65;22.25;3.1082;"2002";"Spring"
"509";87.45;22.42;3.0622;"2002";"Spring"
"510";122.5;22.41;3.4582;"2002";"Spring"
"511";94.85;22.56;3.7072;"2002";"Spring"
"512";93;22.78;3.2662;"2002";"Spring"
"513";98.55;22.83;3.83256;"2002";"Spring"
"514";77.35;22.44;2.8352;"2002";"Spring"
"515";75.5;23.09;2.5292;"2002";"Spring"
"516";88.4;21.78;2.8572;"2002";"Spring"
"517";103.15;22.31;2.8082;"2002";"Spring"
"518";96.7;21.27;3.2352;"2002";"Spring"
"519";81.95;21.76;3.1392;"2002";"Spring"
"520";163.8;15.16;6.635;"2002";"Spring"
"521";117.8;23.14;2.235;"2002";"Spring"
"522";116.85;18.49;4.267;"2002";"Spring"
"523";79.1;22.85;2.624;"2002";"Spring"
"524";120.55;18.33;3.604;"2002";"Spring"
"525";91.1;23.06;3.033;"2002";"Spring"
"526";92.95;20.4;2.312;"2002";"Spring"
"527";110.45;23.86;3.218;"2002";"Spring"
"528";117.8;22.11;2.105;"2002";"Spring"
"529";180.35;24.41;4.404;"2002";"Spring"
"530";73.6;19.58;2.074;"2002";"Spring"
"531";93.9;24.96;2.787;"2002";"Spring"
